category,concept_en,instance_English,instance_German,instance_Spanish,norm_rating_English,norm_rating_German,norm_rating_Spanish,n_languages,in_multiple_languages,llama_typicality
body part,LEG,leg,,Pierna,0.8667893752982501,,0.943661971830986,2,True,7
body part,MOUTH,mouth,,Boca,0.6379411591614753,,0.9718309859154928,2,True,7
body part,NAVEL,navel,,Ombligo,0.203814731494139,,0.5915492957746479,2,True,4
body part,NECK,neck,,Cuello,0.6371592287807457,,0.8028169014084507,2,True,5
body part,NOSE,nose,,Nariz,0.7273782348798075,,0.9084507042253522,2,True,7
body part,SHOULDER,shoulder,,Hombro,0.5954562751418352,,0.7746478873239436,2,True,6
body part,SKELETON,skeleton,,Esqueleto,0.0836176800892686,,0.4718309859154929,2,True,3
body part,SKIN,skin,,Piel,0.3166779687774703,,0.5633802816901408,2,True,7
body part,STOMACH,stomach,,Estómago,0.4243872840688875,,0.619718309859155,2,True,6
body part,TONGUE,tongue,,Lengua,0.3724599020098679,,0.7253521126760565,2,True,6
body part,TOOTH,tooth,,Diente,0.2712475963871401,,0.7464788732394365,2,True,7
body part,TORSO,torso,,Tronco,0.2529214574573711,,0.6901408450704225,2,True,3
body part,WRIST,wrist,,muñeca/s,0.4666597919357368,,0.7605633802816901,2,True,2
clothing,BLOUSE,blouse,Bluse,Blusa,0.8378740000909838,0.8944444444444445,0.7816901408450704,3,True,6
clothing,CLOAK,cloak,Umhang,Capa,0.3095444123443149,0.1111111111111122,0.2253521126760563,3,True,6
clothing,COAT,coat,Mantel,Abrigo,0.8779622796931171,0.9155555555555556,0.823943661971831,3,True,6
clothing,DRESS,dress,Kleid,Vestido,0.9173115489493486,0.9155555555555556,0.9507042253521126,3,True,7
clothing,GLOVE,glove,Handschuh,Guante,0.4736736257677454,0.5988888888888891,0.3450704225352112,3,True,5
clothing,JACKET,jacket,Jacke,Chaqueta,0.8497388635238105,0.9366666666666666,0.852112676056338,3,True,7
clothing,RAINCOAT,raincoat,Regenjacke,Impermeable,0.4992328424073489,0.7255555555555556,0.4154929577464789,3,True,6
clothing,SHAWL,shawl,Schal,Chal,0.4502360361199188,0.7255555555555556,0.3186619718309859,3,True,6
clothing,SHIRT,shirt,Hemd,Camisa,0.9721729563466608,0.9155555555555556,0.9084507042253522,3,True,7
clothing,SKIRT,skirt,Rock,Falda,0.8392926250666479,0.883888888888889,0.9014084507042254,3,True,6
clothing,SOCK,sock,Socke,Calcetines,0.7061708907702977,0.9261111111111112,0.6338028169014084,3,True,6
clothing,SWEATER,sweater,Pullover,Sudadera,0.9104396005249584,0.9894444444444443,0.8943661971830986,3,True,6
clothing,BELT,belt,,Cinturón,0.5872793442611824,,0.323943661971831,2,True,5
clothing,BOOT,boot,,Bota,0.5236973233852181,,0.3732394366197183,2,True,5
clothing,BRACELET,bracelet,,Pulsera,0.2527646782044154,,0.0,2,True,4
clothing,HAT,hat,,Gorro,0.5935448897667184,,0.4014084507042254,2,True,6
clothing,SHOE,shoe,,Zapato,0.603539253147284,,0.4295774647887324,2,True,6
clothing,TIE (NOUN),,Krawatte,Corbata,,0.4722222222222224,0.4014084507042254,2,True,4
clothing,VEST,vest,,Chaleco,0.6962839727317653,,0.5070422535211268,2,True,5
clothing accessory,HANDKERCHIEF,handkerchief,,Pañuelo,0.4790506393323543,,0.1971830985915492,2,True,6
container,BAG,bag,,Bolsa,0.7515853874998867,,0.0140845070422534,2,True,7
electronic device,RADIO,radio,,Radio,0.7591618329301086,,0.1619718309859155,2,True,6
fastener,BUTTON,button,,Botón,0.6819040823154212,,0.0492957746478873,2,True,5
food,CHICKEN,chicken,Huhn,Pollo,0.9302832605659532,0.8311111111111112,0.7816901408450704,3,True,7
furniture,BED,bed,Bett,Cama,0.8503333648994214,0.9577777777777778,0.9859154929577464,3,True,7
furniture,BENCH,bench,Bank,Banco,0.5005428189633846,0.5111111111111115,0.6338028169014084,3,True,7
furniture,CHAIR,chair,Stuhl,Silla,0.8725748266627238,0.9683333333333332,0.9647887323943662,3,True,7
furniture,ROCKING CHAIR,rocking chair,Schaukelstuhl,Mecedora,0.5754459658531648,0.6305555555555556,0.676056338028169,3,True,6
furniture,SHELF,shelf,Regal,Estante,0.4643321145920751,0.8000000000000005,0.7394366197183099,3,True,6
furniture,STOOL,stool,Hocker,Banqueta,0.5187305632154321,0.7466666666666667,0.6338028169014084,3,True,5
furniture,TABLE,table,Tisch,Escritor,0.9036423436927188,0.905,0.8028169014084507,3,True,1
furniture,HAMMOCK,hammock,,Hamaca,0.1973160681748482,,0.3732394366197183,2,True,5
game,COMPUTER,computer,,Ordenador,0.482057063013066,,0.3661971830985915,2,True,2
home appliance,TELEVISION,television,,Televisión,0.574865441782623,,0.4718309859154929,2,True,6
home decor,CURTAIN,curtain,,Cortina,0.9043948220925346,,0.4154929577464789,2,True,5
home decor,LAMP,lamp,,Lámpara,0.9167366592961028,,0.4366197183098591,2,True,6
home decor,MIRROR,mirror,,Espejo,0.8207217297146838,,0.5704225352112675,2,True,6
home decor,RUG,rug,,Alfombra,0.867707752530417,,0.3661971830985915,2,True,6
jewelry,NECKLACE,necklace,,Collares,0.8801046840451587,,0.0704225352112676,2,True,7
jewelry,RING,ring,,Anillo,0.8575046672073128,,0.1549295774647887,2,True,7
kitchen appliance,OVEN,oven,,Horno,0.8063168344785768,,0.3591549295774647,2,True,7
mammal,BEAR,bear,Bär,Oso,0.7894464187299592,0.9577777777777778,0.943661971830986,3,True,7
mammal,BULL,bull,Stier,Toro,0.5702751550248403,0.693888888888889,0.9084507042253522,3,True,7
mammal,CAMEL,camel,Kamel,Camello,0.4639802668391626,0.81,0.5070422535211268,3,True,5
mammal,CAT,cat,Katze,Gato,0.8614126189409137,0.9788888888888888,0.9507042253521126,3,True,7
mammal,CHEETAH,cheetah,Gepard,Guepardo,0.5711952181738498,0.6200000000000001,0.352112676056338,3,True,7
mammal,COW,cow,Kuh,Vaca,0.8516432988310856,0.9894444444444443,0.9507042253521126,3,True,7
mammal,DEER,deer,Hirsch,Ciervo,0.7863522224199488,0.8733333333333334,0.6338028169014084,3,True,7
mammal,DOG,dog,Hund,Perro,0.956013061811583,0.9577777777777778,0.9859154929577464,3,True,7
mammal,DOLPHIN,dolphin,Delphin,Delfín,0.4820670612410385,0.8522222222222222,0.7253521126760565,3,True,7
mammal,ELEPHANT,elephant,Elefant,Elefante,0.7297011720131653,0.9683333333333332,0.8802816901408451,3,True,7
mammal,FOX,fox,Fuchs,Zorro,0.6531627372396777,0.8416666666666668,0.9154929577464788,3,True,6
mammal,GIRAFFE,giraffe,Giraffe,Jirafa,0.6531287657324999,0.8733333333333334,0.7183098591549296,3,True,7
mammal,GOAT,goat,Ziege,Cabra,0.6868654698459472,0.8205555555555556,0.7042253521126761,3,True,6
mammal,HAMSTER,hamster,Hamster,Hamster,0.5361583177951824,0.81,0.4577464788732394,3,True,5
mammal,HIPPOPOTAMUS,hippopotamus,Nilpferd,Hipopótamo,0.40310140148236,0.6411111111111112,0.5492957746478874,3,True,4
mammal,HORSE,horse,Pferd,Caballo,0.8668768597930078,0.9894444444444443,0.9084507042253522,3,True,7
mammal,KANGAROO,kangaroo,Känguru,Canguro,0.4348801079261882,0.6833333333333335,0.4577464788732394,3,True,4
mammal,LEOPARD,leopard,Leopard,Leopardo,0.5719983637199479,0.7466666666666667,0.8732394366197184,3,True,6
mammal,LION,lion,Löwe,León,0.7897332556804653,0.9577777777777778,0.9647887323943662,3,True,7
mammal,MONKEY,monkey,Affe,mono/s,0.8597604581412509,0.9577777777777778,0.8169014084507042,3,True,7
mammal,MOUSE,mouse,Maus,Ratón,0.5248764506983069,0.7994444444444445,0.7746478873239436,3,True,7
mammal,PIG,pig,Schwein,Cerdo,0.7732509535034751,0.9577777777777778,0.9084507042253522,3,True,6
mammal,RAT,rat,Ratte,Rata,0.4440990845817891,0.6727777777777779,0.7535211267605633,3,True,6
mammal,RHINOCEROS,rhinoceros,Nashorn,Rinoceronte,0.3055153185360275,0.7466666666666667,0.6830985915492959,3,True,6
mammal,SEAL,seal,Seehund,Foca,0.3566206279697572,0.5988888888888891,0.619718309859155,3,True,5
mammal,SHEEP,sheep,Schaf,Oveja,0.6785856460654959,0.9472222222222224,0.9366197183098592,3,True,7
mammal,SQUIRREL,squirrel,Eichhörnchen,Ardilla,0.6239919073077193,0.8311111111111112,0.5211267605633804,3,True,6
mammal,TIGER,tiger,Tiger,Tigre,0.714765819068156,0.8627777777777779,0.9154929577464788,3,True,5
mammal,WHALE,whale,Wal,Ballena,0.4979756210108817,0.651666666666667,0.6478873239436619,3,True,7
mammal,WOLF,wolf,Wolf,Lobo,0.6966972236879826,0.8733333333333334,0.9577464788732394,3,True,6
mammal,ZEBRA,zebra,Zebra,Cebra,0.6069393060820552,0.7677777777777779,0.528169014084507,3,True,6
mammal,DONKEY,donkey,,Burro,0.6323473495147175,,0.7464788732394365,2,True,6
mammal,GORILLA,gorilla,,Gorila,0.7734333281571973,,0.584507042253521,2,True,7
mammal,HYENA,hyena,,Hiena,0.2633443780999611,,0.3098591549295775,2,True,5
mammal,LAMB,lamb,,Cordero,0.5996336789637329,,0.7816901408450704,2,True,7
mammal,RABBIT,rabbit,,Conejo,0.7452508979979853,,0.8450704225352114,2,True,6
musical instrument,PIANO (INSTRUMENT),,Klavier,Piano,,0.9788888888888888,0.1549295774647887,2,True,7
school supply,BOOK,book,,Libro,0.6627780563323236,,0.4577464788732394,2,True,7
seafood,CRAB,crab,Krebs,Cangrejo,0.7946716570227114,0.5144444444444447,0.3450704225352112,3,True,5
seafood,FISH,fish,Fisch,Pez,0.9305568838611644,0.9111111111111104,0.7394366197183099,3,True,6
seafood,SARDINE,sardine,,Sardina,0.5103710321518141,,0.4577464788732394,2,True,5
seafood,SHARK,shark,,Tiburón,0.2572091864687366,,0.6478873239436619,2,True,3
