category,concept_en,instance_English,instance_German,instance_Spanish,norm_rating_English,norm_rating_German,norm_rating_Spanish,n_languages,in_multiple_languages,llama_typicality
animal,BLOWFISH,blowfish,,,0.1536656100296262,,,1,False,6.0
animal,BOAR,boar,,,0.4551082578670242,,,1,False,5.0
animal,BUG,bug,,,0.3661855993965828,,,1,False,2.0
animal,BULL,bull,,,0.6921719973785968,,,1,False,4.0
animal,CALF,calf,,,0.7126745897054715,,,1,False,5.0
animal,CAMEL,camel,,,0.6317659141034059,,,1,False,4.0
animal,CARDINAL,cardinal,,,0.4434011234690313,,,1,False,4.0
animal,CAT,cat,,,0.9475461903375588,,,1,False,7.0
animal,CATERPILLAR,caterpillar,,,0.238051078443746,,,1,False,5.0
animal,CATFISH,catfish,,,0.3210855926591693,,,1,False,5.0
animal,CHEETAH,cheetah,,,0.7192418209483684,,,1,False,6.0
animal,CHICK,chick,,,0.5833173184821944,,,1,False,2.0
animal,CHICKEN,chicken,,,0.8443220880386527,,,1,False,6.0
animal,CHIHUAHUA,chihuahua,,,0.6190153775541697,,,1,False,6.0
animal,CHINCHILLA,chinchilla,,,0.3591308497393339,,,1,False,5.0
animal,CHIPMUNK,chipmunk,,,0.6324061463540638,,,1,False,5.0
animal,CLAM,clam,,,0.1346386374318733,,,1,False,2.0
animal,COBRA,cobra,,,0.3280172943572803,,,1,False,6.0
animal,COCKATOO,cockatoo,,,0.310051686175541,,,1,False,6.0
animal,CORAL,coral,,,0.0351310970983227,,,1,False,2.0
animal,COUGAR,cougar,,,0.5837776710084386,,,1,False,5.0
animal,COW,cow,,,0.9380898747765264,,,1,False,7.0
animal,COYOTE,coyote,,,0.669496016337439,,,1,False,6.0
animal,CRAB,crab,,,0.3884057960497721,,,1,False,4.0
animal,CRAYFISH,crayfish,,,0.1614375241168778,,,1,False,6.0
animal,DALMATIAN,dalmatian,,,0.5899417623818585,,,1,False,5.0
animal,DEER,deer,,,0.8539406909857811,,,1,False,6.0
animal,DOG,dog,,,1.0,,,1,False,7.0
animal,DOLPHIN,dolphin,,,0.632812497843767,,,1,False,6.0
animal,DONKEY,donkey,,,0.7671651203563995,,,1,False,5.0
animal,DUCKLING,duckling,,,0.5288440067226495,,,1,False,6.0
animal,EARWIG,earwig,,,0.0912224298286813,,,1,False,5.0
animal,EEL,eel,,,0.1911240615783177,,,1,False,5.0
animal,ELEPHANT,elephant,,,0.8675848633428391,,,1,False,7.0
animal,FERRET,ferret,,,0.4489746504851617,,,1,False,6.0
animal,FISH,fish,,,0.5463579558538557,,,1,False,6.0
animal,FLY,fly,,,0.2916908024206316,,,1,False,6.0
animal,FLY (INSECT),,,Mosca,,,0.4084507042253521,1,False,2.0
animal,FLY (MOVE THROUGH AIR),,Fliegen,,,0.0562091503267972,,1,False,2.0
animal,FOX,fox,,,0.7803240138689289,,,1,False,6.0
animal,GAZELLE,gazelle,,,0.4920901235215194,,,1,False,5.0
animal,GIRAFFE,giraffe,,,0.7884283999048862,,,1,False,6.0
animal,GOAT,goat,,,0.797493367445502,,,1,False,4.0
animal,GOLDFISH,goldfish,,,0.561949042958618,,,1,False,5.0
animal,GOOSE,goose,,,0.5830291673052401,,,1,False,5.0
animal,GOPHER,gopher,,,0.4058302251878629,,,1,False,5.0
animal,GORILLA,gorilla,,,0.7508452385154242,,,1,False,6.0
animal,GROUNDHOG,groundhog,,,0.5368796193096806,,,1,False,5.0
animal,GUINEA PIG,guinea pig,,,0.6187578004875764,,,1,False,5.0
animal,HAMSTER,hamster,,,0.6845311776799458,,,1,False,5.0
animal,HEDGEHOG,hedgehog,,,0.4791097202144026,,,1,False,6.0
animal,HIPPOPOTAMUS,hippopotamus,,,0.6116252618906425,,,1,False,6.0
animal,HORSE,horse,,,0.9055113782895684,,,1,False,7.0
animal,HYENA,hyena,,,0.4893917630535392,,,1,False,6.0
animal,JELLYFISH,jellyfish,,,0.2311227136266028,,,1,False,5.0
animal,KANGAROO,kangaroo,,,0.7091817525758108,,,1,False,6.0
animal,KITTEN,kitten,,,0.8978195047310492,,,1,False,6.0
animal,KOALA,koala,,,0.5347599803193965,,,1,False,5.0
animal,LAMB,lamb,,,0.6415297746079943,,,1,False,6.0
animal,LEECH,leech,,,0.0756810867248634,,,1,False,5.0
animal,LEOPARD,leopard,,,0.6795416125632116,,,1,False,6.0
animal,LIGHTNING BUG,lightning bug,,,0.1142302544948314,,,1,False,5.0
animal,LION,lion,,,0.8840258204110825,,,1,False,7.0
animal,LLAMA,llama,,,0.5704345029584889,,,1,False,6.0
animal,LOBSTER,lobster,,,0.3171631060396761,,,1,False,6.0
animal,MAGGOT,maggot,,,0.0734134886207478,,,1,False,5.0
animal,MANATEE,manatee,,,0.2872556334279792,,,1,False,5.0
animal,MEERKAT,meerkat,,,0.3411813081200079,,,1,False,6.0
animal,MOLE,mole,,,0.4046410163405409,,,1,False,4.0
animal,MONGOOSE,mongoose,,,0.3315884502949614,,,1,False,6.0
animal,MONKEY,monkey,,,0.8646792492846979,,,1,False,6.0
animal,MOOSE,moose,,,0.7010452073512236,,,1,False,6.0
animal,MOTH,moth,,,0.1425488633764632,,,1,False,5.0
animal,MOUSE,mouse,,,0.7758102173057649,,,1,False,6.0
animal,MUSSEL,mussel,,,0.0269277274863746,,,1,False,5.0
animal,OCTOPUS,octopus,,,0.359313300161504,,,1,False,6.0
animal,ORANGUTAN,orangutan,,,0.5370357060152834,,,1,False,6.0
animal,OTTER,otter,,,0.5225033829149299,,,1,False,6.0
animal,OYSTER,oyster,,,0.1375390536115562,,,1,False,4.0
animal,PANDA,panda,,,0.76137755787498,,,1,False,6.0
animal,PANTHER,panther,,,0.6424311007908954,,,1,False,6.0
animal,PIG,pig,,,0.8740728018174481,,,1,False,6.0
animal,PIGEON,pigeon,,,0.5551092220567428,,,1,False,6.0
animal,PIGLET,piglet,,,0.6434468861868371,,,1,False,5.0
animal,PLATYPUS,platypus,,,0.3094408738926232,,,1,False,6.0
animal,POLAR BEAR,polar bear,,,0.6924677710443509,,,1,False,6.0
animal,PONY,pony,,,0.8030327268795125,,,1,False,4.0
animal,POODLE,poodle,,,0.6635730739903909,,,1,False,6.0
animal,PORCUPINE,porcupine,,,0.4551428219004899,,,1,False,5.0
animal,POSSUM,possum,,,0.5923063035674327,,,1,False,5.0
animal,PRAYING MANTIS,praying mantis,,,0.1281809123962393,,,1,False,6.0
animal,PUFFIN,puffin,,,0.216641313057455,,,1,False,6.0
animal,PUG,pug,,,0.6399890720633861,,,1,False,5.0
animal,PUPPY,puppy,,,0.9337334150208324,,,1,False,6.0
animal,RABBIT,rabbit,,,0.8272419714063616,,,1,False,6.0
animal,RACCOON,raccoon,,,0.7842032300328143,,,1,False,6.0
animal,RAM,ram,,,0.4523630154683233,,,1,False,4.0
animal,RAT,rat,,,0.6879325748361194,,,1,False,6.0
animal,RATTLESNAKE,rattlesnake,,,0.4124446007205443,,,1,False,6.0
animal,REINDEER,reindeer,,,0.4849138294236945,,,1,False,6.0
animal,RHINOCEROS,rhinoceros,,,0.5964727846367837,,,1,False,7.0
animal,SARDINE,sardine,,,0.1321797961141574,,,1,False,5.0
animal,SCALLOP,scallop,,,0.0268640309104162,,,1,False,2.0
animal,SCORPION,scorpion,,,0.2412157483253141,,,1,False,5.0
animal,SEA URCHIN,sea urchin,,,0.0596745118722816,,,1,False,6.0
animal,SEAL,seal,,,0.5084101451552243,,,1,False,6.0
animal,SHARK,shark,,,0.5665130036248299,,,1,False,6.0
animal,SHEEP,sheep,,,0.8018547317624569,,,1,False,5.0
animal,SHRIMP,shrimp,,,0.1968064955671818,,,1,False,6.0
animal,SKUNK,skunk,,,0.62712735159983,,,1,False,5.0
animal,SLOTH,sloth,,,0.4770974874739016,,,1,False,6.0
animal,SLUG,slug,,,0.1210330488071788,,,1,False,4.0
animal,SNAIL,snail,,,0.3387224668022919,,,1,False,5.0
animal,SQUID,squid,,,0.2498430468593638,,,1,False,6.0
animal,SQUIRREL,squirrel,,,0.767107265266571,,,1,False,6.0
animal,STINGRAY,stingray,,,0.2788476854014825,,,1,False,5.0
animal,SWORDFISH,swordfish,,,0.2528056941907947,,,1,False,6.0
animal,TADPOLE,tadpole,,,0.1519155753679934,,,1,False,5.0
animal,TIGER,tiger,,,0.8588262416938626,,,1,False,6.0
animal,TOUCAN,toucan,,,0.3009291650670293,,,1,False,5.0
animal,TURKEY,turkey,,,0.6237421054273039,,,1,False,6.0
animal,WALRUS,walrus,,,0.3926855609255532,,,1,False,6.0
animal,WARTHOG,warthog,,,0.3189469019408172,,,1,False,6.0
animal,WEASEL,weasel,,,0.4510597981671073,,,1,False,5.0
animal,WHALE,whale,,,0.5452981622211895,,,1,False,7.0
animal,WOLF,wolf,,,0.8514081531006488,,,1,False,6.0
animal,YAK,yak,,,0.3057883038615631,,,1,False,4.0
animal,ZEBRA,zebra,,,0.7566914653338128,,,1,False,6.0
arts and crafts supply,BEAD,bead,,,0.5894766292457908,,,1,False,6.0
arts and crafts supply,BUTTON,button,,,0.3525513794826949,,,1,False,5.0
arts and crafts supply,CANVAS,canvas,,,0.7130884759012539,,,1,False,7.0
arts and crafts supply,CARDBOARD,cardboard,,,0.5000531543894944,,,1,False,2.0
arts and crafts supply,CHALK,chalk,,,0.4915349012884868,,,1,False,6.0
arts and crafts supply,CHARCOAL,charcoal,,,0.3400256841035078,,,1,False,6.0
arts and crafts supply,CHISEL,chisel,,,0.1938329654509595,,,1,False,4.0
arts and crafts supply,CLAY,clay,,,0.6185750360371409,,,1,False,6.0
arts and crafts supply,CRAYON,crayon,,,0.8014804502718421,,,1,False,7.0
arts and crafts supply,EASEL,easel,,,0.6256909165300454,,,1,False,7.0
arts and crafts supply,ERASER,eraser,,,0.4327762518025481,,,1,False,6.0
arts and crafts supply,FOUNTAIN PEN,fountain pen,,,0.3092521843255815,,,1,False,6.0
arts and crafts supply,GLUE,glue,,,0.7828796560592088,,,1,False,7.0
arts and crafts supply,INK,ink,,,0.5373016196156181,,,1,False,4.0
arts and crafts supply,KNITTING NEEDLE,knitting needle,,,0.4650224077175769,,,1,False,7.0
arts and crafts supply,LOOM,loom,,,0.2115284582036146,,,1,False,6.0
arts and crafts supply,MARBLE,marble,,,0.1428125375746161,,,1,False,6.0
arts and crafts supply,MARKER,marker,,,0.7128761539813927,,,1,False,6.0
arts and crafts supply,MOLD,mold,,,0.3096044456926236,,,1,False,2.0
arts and crafts supply,NEEDLE,needle,,,0.4270533231835454,,,1,False,6.0
arts and crafts supply,PAINT,paint,,,0.8861854376530975,,,1,False,7.0
arts and crafts supply,PAINTBRUSH,paintbrush,,,0.8109359451666915,,,1,False,7.0
arts and crafts supply,PALETTE,palette,,,0.4832476953658147,,,1,False,6.0
arts and crafts supply,PAPER,paper,,,0.8103254649114309,,,1,False,6.0
arts and crafts supply,PATCH,patch,,,0.2472454978294402,,,1,False,6.0
arts and crafts supply,PEN,pen,,,0.5653982920989009,,,1,False,6.0
arts and crafts supply,PENCIL,pencil,,,0.7364438870859666,,,1,False,7.0
arts and crafts supply,PENCIL SHARPENER,pencil sharpener,,,0.3845297698693692,,,1,False,7.0
arts and crafts supply,PIN,pin,,,0.3637715156268266,,,1,False,6.0
arts and crafts supply,PINCUSHION,pincushion,,,0.26109057876727,,,1,False,6.0
arts and crafts supply,POM-POM,pom-pom,,,0.279983479767968,,,1,False,6.0
arts and crafts supply,RIBBON,ribbon,,,0.6051652440358941,,,1,False,7.0
arts and crafts supply,SCISSORS,scissors,,,0.7918076818583725,,,1,False,7.0
arts and crafts supply,SEQUIN,sequin,,,0.4357960485627532,,,1,False,6.0
arts and crafts supply,SEWING KIT,sewing kit,,,0.4645201711496663,,,1,False,7.0
arts and crafts supply,SEWING MACHINE,sewing machine,,,0.472735022889485,,,1,False,7.0
arts and crafts supply,STAMP,stamp,,,0.3822909247577745,,,1,False,5.0
arts and crafts supply,TAPE,tape,,,0.5484752914330001,,,1,False,6.0
arts and crafts supply,THIMBLE,thimble,,,0.2075625310074144,,,1,False,6.0
arts and crafts supply,THREAD,thread,,,0.5190995887205913,,,1,False,5.0
arts and crafts supply,WIRE,wire,,,0.3241264330286733,,,1,False,5.0
arts and crafts supply,WIRE CUTTERS,wire cutters,,,0.2504296596091262,,,1,False,6.0
arts and crafts supply,WRAPPING PAPER,wrapping paper,,,0.3292741413684762,,,1,False,6.0
arts and crafts supply,YARN,yarn,,,0.6528847175487518,,,1,False,7.0
bird,BIRD,bird,,,0.8288463866094854,,,1,False,7.0
bird,CARDINAL,cardinal,,,0.4907849279018195,,,1,False,5.0
bird,CHICK,chick,,,0.4541875196900255,,,1,False,5.0
bird,COCKATOO,cockatoo,,,0.2614055675896702,,,1,False,6.0
bird,CROW,crow,,,0.7161572997229542,,,1,False,7.0
bird,DUCK,duck,,,0.7107667603961687,,,1,False,7.0
bird,DUCKLING,duckling,,,0.3952366366064174,,,1,False,7.0
bird,EAGLE,eagle,,,0.8078806952400358,,,1,False,7.0
bird,FLAMINGO,flamingo,,,0.3650898866175915,,,1,False,6.0
bird,GOOSE,goose,,,0.5150012241817673,,,1,False,5.0
bird,HAWK,hawk,,,0.6211702678637809,,,1,False,7.0
bird,HUMMINGBIRD,hummingbird,,,0.6454711773700396,,,1,False,6.0
bird,OSTRICH,ostrich,,,0.3253836544251404,,,1,False,4.0
bird,OWL,owl,,,0.5746729210449435,,,1,False,7.0
bird,PARROT,parrot,,,0.6852318400154872,,,1,False,6.0
bird,PEACOCK,peacock,,,0.4209429062950541,,,1,False,6.0
bird,PELICAN,pelican,,,0.2840939670213213,,,1,False,6.0
bird,PENGUIN,penguin,,,0.258600667123535,,,1,False,6.0
bird,PHEASANT,pheasant,,,0.2499309747736627,,,1,False,6.0
bird,PIGEON,pigeon,,,0.7679120938495201,,,1,False,6.0
bird,PUFFIN,puffin,,,0.0832041769055769,,,1,False,6.0
bird,ROOSTER,rooster,,,0.573225295130361,,,1,False,6.0
bird,SEAGULL,seagull,,,0.5805811621510294,,,1,False,6.0
bird,SWAN,swan,,,0.4362888589135885,,,1,False,6.0
bird,TOUCAN,toucan,,,0.1963383997996743,,,1,False,5.0
bird,TURKEY,turkey,,,0.503896374158906,,,1,False,7.0
bird,VULTURE,vulture,,,0.3209508258467801,,,1,False,6.0
body part,ANKLE,ankle,,Tobillo,0.4409009837829298,,0.7112676056338029,2,True,6.0
body part,ARM,arm,,Brazo,0.8754762768588701,,1.0,2,True,7.0
body part,BEARD,beard,,Barba,0.039836644404383,,0.3873239436619718,2,True,6.0
body part,BONE,bone,,Hueso,0.270958197876972,,0.6408450704225352,2,True,6.0
body part,CHEST,chest,,Arcón,0.5582793185302064,,0.3661971830985915,2,True,6.0
body part,CHIN,chin,,Barbilla,0.4377129223103578,,0.6549295774647887,2,True,6.0
body part,EAR,ear,,Oído,0.683814408164277,,0.7323943661971831,2,True,7.0
body part,ELBOW,elbow,,Codo,0.5125716547845004,,0.6971830985915494,2,True,6.0
body part,EYE,eye,,Ojo,0.7021680518230683,,0.9366197183098592,2,True,7.0
body part,FACE,face,,Cara,0.620593522275922,,0.9471830985915494,2,True,7.0
body part,FINGER,finger,,Dedo,0.7453614077201299,,0.8873239436619719,2,True,7.0
body part,FOOT,foot,,Pie,0.7290732832965053,,0.9295774647887324,2,True,7.0
body part,HAIR,hair,,Cabello,0.2658535839059877,,0.7183098591549296,2,True,7.0
body part,HAND,hand,,Mano,0.8772087153820712,,0.9859154929577464,2,True,7.0
body part,HIP,hip,,Cadera,0.4522078416873411,,0.7816901408450704,2,True,4.0
body part,KNEE,knee,,Rodilla,0.6039747550312332,,0.8098591549295774,2,True,7.0
body part,LEG,leg,,Pierna,0.8667893752982501,,0.943661971830986,2,True,7.0
body part,MOUTH,mouth,,Boca,0.6379411591614753,,0.9718309859154928,2,True,7.0
body part,NAVEL,navel,,Ombligo,0.203814731494139,,0.5915492957746479,2,True,6.0
body part,NECK,neck,,Cuello,0.6371592287807457,,0.8028169014084507,2,True,6.0
body part,NOSE,nose,,Nariz,0.7273782348798075,,0.9084507042253522,2,True,7.0
body part,SHOULDER,shoulder,,Hombro,0.5954562751418352,,0.7746478873239436,2,True,7.0
body part,SKELETON,skeleton,,Esqueleto,0.0836176800892686,,0.4718309859154929,2,True,7.0
body part,SKIN,skin,,Piel,0.3166779687774703,,0.5633802816901408,2,True,7.0
body part,STOMACH,stomach,,Estómago,0.4243872840688875,,0.619718309859155,2,True,6.0
body part,TONGUE,tongue,,Lengua,0.3724599020098679,,0.7253521126760565,2,True,6.0
body part,TOOTH,tooth,,Diente,0.2712475963871401,,0.7464788732394365,2,True,6.0
body part,TORSO,torso,,Tronco,0.2529214574573711,,0.6901408450704225,2,True,7.0
body part,WRIST,wrist,,muñeca/s,0.4666597919357368,,0.7605633802816901,2,True,6.0
body part,CALF,calf,,,0.4049118168683737,,,1,False,5.0
body part,MUSTACHE,mustache,,,0.0312140409758617,,,1,False,6.0
body part,SKULL,skull,,,0.2960072467015067,,,1,False,7.0
body part,THUMB,thumb,,,0.5031916304983991,,,1,False,7.0
body part,TOE,toe,,,0.5674915413567556,,,1,False,6.0
breakfast food,BACON,bacon,,,0.759907818363053,,,1,False,7.0
breakfast food,BAGEL,bagel,,,0.6758202825238913,,,1,False,6.0
breakfast food,BREAD,bread,,,0.4487954581062445,,,1,False,6.0
breakfast food,BREAKFAST,breakfast,,,0.5568920820429826,,,1,False,6.0
breakfast food,CEREAL,cereal,,,0.8460975425981937,,,1,False,7.0
breakfast food,CREAM CHEESE,cream cheese,,,0.3282566293986808,,,1,False,6.0
breakfast food,CREPE,crepe,,,0.3067364285043988,,,1,False,6.0
breakfast food,CROISSANT,croissant,,,0.4969389708849145,,,1,False,6.0
breakfast food,DONUT,donut,,,0.5622843824516537,,,1,False,6.0
breakfast food,EGG,egg,,,0.8991799527627219,,,1,False,4.0
breakfast food,FRENCH FRIES,french fries,,,0.0802531544469831,,,1,False,2.0
breakfast food,GRANOLA,granola,,,0.4583860775977984,,,1,False,6.0
breakfast food,GRITS,grits,,,0.373830454993207,,,1,False,7.0
breakfast food,HAM,ham,,,0.3462811271493445,,,1,False,2.0
breakfast food,HAMBURGER,hamburger,,,0.0628313641348741,,,1,False,2.0
breakfast food,HASH,hash,,,0.3321655566217162,,,1,False,2.0
breakfast food,HONEY,honey,,,0.2092584355091711,,,1,False,4.0
breakfast food,JAM,jam,,,0.4085961293128358,,,1,False,6.0
breakfast food,MAPLE SYRUP,maple syrup,,,0.3892176042946669,,,1,False,6.0
breakfast food,MARMALADE,marmalade,,,0.1880705467817274,,,1,False,5.0
breakfast food,MUFFIN,muffin,,,0.587115684414053,,,1,False,6.0
breakfast food,OATMEAL,oatmeal,,,0.7722028485658167,,,1,False,7.0
breakfast food,OMELET,omelet,,,0.7528290729586704,,,1,False,6.0
breakfast food,PANCAKE,pancake,,,0.8391579104692188,,,1,False,7.0
breakfast food,PASTRY,pastry,,,0.4144957038616335,,,1,False,6.0
breakfast food,PEANUT BUTTER,peanut butter,,,0.1925580106936254,,,1,False,6.0
breakfast food,ROLL,roll,,,0.2266023383210126,,,1,False,2.0
breakfast food,SANDWICH,sandwich,,,0.2885833531668434,,,1,False,5.0
breakfast food,SAUSAGE,sausage,,,0.6192327507929085,,,1,False,5.0
breakfast food,SCONE,scone,,,0.3233445026479436,,,1,False,6.0
breakfast food,SCRAMBLED EGG,scrambled egg,,,0.8564727037650408,,,1,False,6.0
breakfast food,SYRUP,syrup,,,0.4029710797522386,,,1,False,6.0
breakfast food,TOAST,toast,,,0.7750083420341646,,,1,False,6.0
breakfast food,WAFFLE,waffle,,,0.7377676044346175,,,1,False,6.0
breakfast food,YOGURT,yogurt,,,0.4531570688006919,,,1,False,6.0
candy,CANDY,candy,,,0.8865950202334797,,,1,False,7.0
candy,CANDY BAR,candy bar,,,0.8458477592821274,,,1,False,6.0
candy,CANDY CANE,candy cane,,,0.4743537092095157,,,1,False,6.0
candy,CARAMEL,caramel,,,0.4393308424561636,,,1,False,7.0
candy,CHOCOLATE,chocolate,,,0.8150080527183527,,,1,False,7.0
candy,COTTON CANDY,cotton candy,,,0.3769404123772766,,,1,False,6.0
candy,FUDGE,fudge,,,0.3273844762817132,,,1,False,7.0
candy,GUM,gum,,,0.3321328654740923,,,1,False,5.0
candy,GUMBALL,gumball,,,0.4027133981494981,,,1,False,7.0
candy,GUMDROP,gumdrop,,,0.3447172663878853,,,1,False,6.0
candy,JELLY BEAN,jelly bean,,,0.6131599809414303,,,1,False,7.0
candy,LICORICE,licorice,,,0.3713301759738791,,,1,False,6.0
candy,LOLLIPOP,lollipop,,,0.7426713383726813,,,1,False,6.0
candy,MARSHMALLOW,marshmallow,,,0.1259171062621973,,,1,False,6.0
candy,PEPPERMINT,peppermint,,,0.2890391375548117,,,1,False,6.0
candy,TAFFY,taffy,,,0.3919846548291971,,,1,False,6.0
clothing,BLOUSE,blouse,Bluse,Blusa,0.8378740000909838,0.8944444444444445,0.7816901408450704,3,True,6.0
clothing,CLOAK,cloak,Umhang,Capa,0.3095444123443149,0.1111111111111122,0.2253521126760563,3,True,5.0
clothing,COAT,coat,Mantel,Abrigo,0.8779622796931171,0.9155555555555556,0.823943661971831,3,True,6.0
clothing,DRESS,dress,Kleid,Vestido,0.9173115489493486,0.9155555555555556,0.9507042253521126,3,True,7.0
clothing,GLOVE,glove,Handschuh,Guante,0.4736736257677454,0.5988888888888891,0.3450704225352112,3,True,6.0
clothing,JACKET,jacket,Jacke,Chaqueta,0.8497388635238105,0.9366666666666666,0.852112676056338,3,True,7.0
clothing,RAINCOAT,raincoat,Regenjacke,Impermeable,0.4992328424073489,0.7255555555555556,0.4154929577464789,3,True,6.0
clothing,SHAWL,shawl,Schal,Chal,0.4502360361199188,0.7255555555555556,0.3186619718309859,3,True,6.0
clothing,SHIRT,shirt,Hemd,Camisa,0.9721729563466608,0.9155555555555556,0.9084507042253522,3,True,7.0
clothing,SKIRT,skirt,Rock,Falda,0.8392926250666479,0.883888888888889,0.9014084507042254,3,True,6.0
clothing,SOCK,sock,Socke,Calcetines,0.7061708907702977,0.9261111111111112,0.6338028169014084,3,True,6.0
clothing,SWEATER,sweater,Pullover,Sudadera,0.9104396005249584,0.9894444444444443,0.8943661971830986,3,True,7.0
clothing,BELT,belt,,Cinturón,0.5872793442611824,,0.323943661971831,2,True,6.0
clothing,BOOT,boot,,Bota,0.5236973233852181,,0.3732394366197183,2,True,5.0
clothing,BRACELET,bracelet,,Pulsera,0.2527646782044154,,0.0,2,True,6.0
clothing,HAT,hat,,Gorro,0.5935448897667184,,0.4014084507042254,2,True,6.0
clothing,HEADBAND,headband,Stirnband,,0.4444558202616432,0.1928104575163393,,2,True,6.0
