category,item_a,item_b,winner
animal,eagle,pheasant,pheasant
animal,eagle,seahorse,eagle
animal,eagle,starfish,eagle
animal,eagle,swan,eagle
animal,eagle,tarantula,eagle
animal,eagle,tick,eagle
animal,eagle,,eagle
animal,frog,hummingbird,frog
animal,frog,iguana,iguana
animal,frog,lizard,lizard
animal,frog,owl,owl
animal,frog,parrot,parrot
animal,frog,seagull,seagull
animal,frog,snake,frog
animal,frog,spider,frog
animal,frog,vulture,frog
animal,frog,wasp,frog
animal,frog,worm,frog
animal,frog,beetle,frog
animal,frog,dragonfly,frog
animal,frog,flamingo,flamingo
animal,frog,hawk,hawk
animal,frog,ladybug,frog
animal,frog,peacock,frog
animal,frog,pelican,pelican
animal,frog,penguin,penguin
animal,frog,pheasant,pheasant
animal,frog,seahorse,seahorse
animal,frog,starfish,frog
animal,frog,swan,swan
animal,frog,tarantula,frog
animal,frog,tick,frog
animal,frog,,frog
animal,hummingbird,iguana,iguana
animal,hummingbird,lizard,lizard
animal,hummingbird,owl,owl
animal,hummingbird,parrot,parrot
animal,hummingbird,seagull,seagull
animal,hummingbird,snake,snake
animal,hummingbird,spider,hummingbird
animal,hummingbird,vulture,vulture
animal,hummingbird,wasp,hummingbird
animal,hummingbird,worm,hummingbird
animal,hummingbird,beetle,beetle
animal,hummingbird,dragonfly,hummingbird
animal,hummingbird,flamingo,flamingo
animal,hummingbird,hawk,hawk
animal,hummingbird,ladybug,ladybug
animal,hummingbird,peacock,hummingbird
animal,hummingbird,pelican,pelican
animal,hummingbird,penguin,penguin
animal,hummingbird,pheasant,pheasant
animal,hummingbird,seahorse,seahorse
animal,hummingbird,starfish,hummingbird
animal,hummingbird,swan,swan
animal,hummingbird,tarantula,tarantula
animal,hummingbird,tick,hummingbird
animal,hummingbird,,hummingbird
animal,iguana,lizard,lizard
animal,iguana,owl,owl
animal,iguana,parrot,parrot
animal,iguana,seagull,iguana
animal,iguana,snake,iguana
animal,iguana,spider,iguana
animal,iguana,vulture,iguana
animal,iguana,wasp,iguana
animal,iguana,worm,iguana
animal,iguana,beetle,iguana
animal,iguana,dragonfly,iguana
animal,iguana,flamingo,flamingo
animal,iguana,hawk,iguana
animal,iguana,ladybug,iguana
animal,iguana,peacock,iguana
animal,iguana,pelican,pelican
animal,iguana,penguin,penguin
animal,iguana,pheasant,iguana
animal,iguana,seahorse,iguana
animal,iguana,starfish,iguana
animal,iguana,swan,swan
animal,iguana,tarantula,iguana
animal,iguana,tick,iguana
animal,iguana,,iguana
animal,lizard,owl,owl
animal,lizard,parrot,parrot
animal,lizard,seagull,seagull
animal,lizard,snake,lizard
animal,lizard,spider,lizard
animal,lizard,vulture,lizard
animal,lizard,wasp,lizard
animal,lizard,worm,lizard
animal,lizard,beetle,lizard
animal,lizard,dragonfly,lizard
animal,lizard,flamingo,flamingo
animal,lizard,hawk,lizard
animal,lizard,ladybug,lizard
animal,lizard,peacock,lizard
animal,lizard,pelican,pelican
animal,lizard,penguin,penguin
animal,lizard,pheasant,pheasant
animal,lizard,seahorse,lizard
animal,lizard,starfish,lizard
animal,lizard,swan,swan
animal,lizard,tarantula,lizard
animal,lizard,tick,lizard
animal,lizard,,lizard
animal,owl,parrot,parrot
animal,owl,seagull,seagull
animal,owl,snake,owl
animal,owl,spider,owl
animal,owl,vulture,owl
animal,owl,wasp,owl
animal,owl,worm,owl
animal,owl,beetle,owl
animal,owl,dragonfly,owl
animal,owl,flamingo,flamingo
animal,owl,hawk,owl
animal,owl,ladybug,ladybug
animal,owl,peacock,owl
animal,owl,pelican,owl
animal,owl,penguin,penguin
animal,owl,pheasant,pheasant
animal,owl,seahorse,owl
animal,owl,starfish,owl
animal,owl,swan,owl
animal,owl,tarantula,owl
animal,owl,tick,owl
animal,owl,,owl
animal,parrot,seagull,parrot
animal,parrot,snake,parrot
animal,parrot,spider,parrot
animal,parrot,vulture,parrot
animal,parrot,wasp,parrot
animal,parrot,worm,parrot
animal,parrot,beetle,parrot
animal,parrot,dragonfly,parrot
animal,parrot,flamingo,parrot
animal,parrot,hawk,parrot
animal,parrot,ladybug,parrot
animal,parrot,peacock,parrot
animal,parrot,pelican,parrot
animal,parrot,penguin,parrot
animal,parrot,pheasant,parrot
animal,parrot,seahorse,parrot
animal,parrot,starfish,parrot
animal,parrot,swan,parrot
animal,parrot,tarantula,parrot
animal,parrot,tick,parrot
animal,parrot,,parrot
animal,seagull,snake,seagull
animal,seagull,spider,seagull
animal,seagull,vulture,seagull
animal,seagull,wasp,seagull
animal,seagull,worm,seagull
animal,seagull,beetle,seagull
animal,seagull,dragonfly,seagull
animal,seagull,flamingo,seagull
animal,seagull,hawk,hawk
animal,seagull,ladybug,seagull
animal,seagull,peacock,seagull
animal,seagull,pelican,seagull
animal,seagull,penguin,penguin
animal,seagull,pheasant,pheasant
animal,seagull,seahorse,seagull
animal,seagull,starfish,seagull
animal,seagull,swan,seagull
animal,seagull,tarantula,seagull
animal,seagull,tick,seagull
animal,seagull,,seagull
animal,snake,spider,snake
animal,snake,vulture,vulture
animal,snake,wasp,snake
animal,snake,worm,snake
animal,snake,beetle,beetle
animal,snake,dragonfly,dragonfly
animal,snake,flamingo,flamingo
animal,snake,hawk,hawk
animal,snake,ladybug,ladybug
animal,snake,peacock,peacock
animal,snake,pelican,pelican
animal,snake,penguin,penguin
animal,snake,pheasant,pheasant
animal,snake,seahorse,seahorse
animal,snake,starfish,snake
animal,snake,swan,swan
animal,snake,tarantula,snake
animal,snake,tick,snake
animal,snake,,snake
animal,spider,vulture,vulture
animal,spider,wasp,wasp
animal,spider,worm,worm
animal,spider,beetle,beetle
animal,spider,dragonfly,dragonfly
animal,spider,flamingo,flamingo
animal,spider,hawk,hawk
animal,spider,ladybug,ladybug
animal,spider,peacock,peacock
animal,spider,pelican,pelican
animal,spider,penguin,penguin
animal,spider,pheasant,pheasant
animal,spider,seahorse,seahorse
animal,spider,starfish,spider
animal,spider,swan,swan
animal,spider,tarantula,tarantula
animal,spider,tick,tick
animal,spider,,spider
animal,vulture,wasp,vulture
animal,vulture,worm,vulture
animal,vulture,beetle,vulture
animal,vulture,dragonfly,vulture
animal,vulture,flamingo,flamingo
animal,vulture,hawk,hawk
animal,vulture,ladybug,ladybug
animal,vulture,peacock,peacock
animal,vulture,pelican,vulture
animal,vulture,penguin,penguin
animal,vulture,pheasant,pheasant
animal,vulture,seahorse,vulture
animal,vulture,starfish,vulture
animal,vulture,swan,swan
animal,vulture,tarantula,vulture
animal,vulture,tick,vulture
animal,vulture,,vulture
animal,wasp,worm,wasp
animal,wasp,beetle,wasp
animal,wasp,dragonfly,wasp
animal,wasp,flamingo,flamingo
animal,wasp,hawk,hawk
animal,wasp,ladybug,ladybug
animal,wasp,peacock,wasp
animal,wasp,pelican,pelican
animal,wasp,penguin,penguin
animal,wasp,pheasant,pheasant
animal,wasp,seahorse,seahorse
animal,wasp,starfish,wasp
animal,wasp,swan,swan
animal,wasp,tarantula,wasp
animal,wasp,tick,wasp
animal,wasp,,wasp
animal,worm,beetle,beetle
animal,worm,dragonfly,dragonfly
animal,worm,flamingo,flamingo
animal,worm,hawk,hawk
animal,worm,ladybug,ladybug
animal,worm,peacock,peacock
animal,worm,pelican,pelican
animal,worm,penguin,penguin
animal,worm,pheasant,pheasant
animal,worm,seahorse,seahorse
animal,worm,starfish,starfish
animal,worm,swan,swan
animal,worm,tarantula,tarantula
animal,worm,tick,tick
animal,worm,,worm
animal,beetle,dragonfly,beetle
animal,beetle,flamingo,flamingo
animal,beetle,hawk,hawk
animal,beetle,ladybug,ladybug
animal,beetle,peacock,peacock
animal,beetle,pelican,pelican
animal,beetle,penguin,penguin
animal,beetle,pheasant,pheasant
animal,beetle,seahorse,beetle
animal,beetle,starfish,beetle
animal,beetle,swan,swan
animal,beetle,tarantula,beetle
animal,beetle,tick,beetle
animal,beetle,,beetle
animal,dragonfly,flamingo,flamingo
animal,dragonfly,hawk,hawk
animal,dragonfly,ladybug,ladybug
animal,dragonfly,peacock,dragonfly
animal,dragonfly,pelican,pelican
animal,dragonfly,penguin,penguin
animal,dragonfly,pheasant,pheasant
animal,dragonfly,seahorse,seahorse
animal,dragonfly,starfish,dragonfly
animal,dragonfly,swan,swan
animal,dragonfly,tarantula,tarantula
animal,dragonfly,tick,dragonfly
animal,dragonfly,,dragonfly
animal,flamingo,hawk,hawk
animal,flamingo,ladybug,ladybug
animal,flamingo,peacock,flamingo
animal,flamingo,pelican,flamingo
animal,flamingo,penguin,penguin
animal,flamingo,pheasant,pheasant
animal,flamingo,seahorse,flamingo
animal,flamingo,starfish,flamingo
animal,flamingo,swan,flamingo
animal,flamingo,tarantula,flamingo
animal,flamingo,tick,flamingo
animal,flamingo,,flamingo
animal,hawk,ladybug,hawk
animal,hawk,peacock,hawk
animal,hawk,pelican,pelican
animal,hawk,penguin,penguin
animal,hawk,pheasant,pheasant
animal,hawk,seahorse,hawk
animal,hawk,starfish,hawk
animal,hawk,swan,hawk
animal,hawk,tarantula,hawk
animal,hawk,tick,hawk
animal,hawk,,hawk
animal,ladybug,peacock,ladybug
animal,ladybug,pelican,pelican
animal,ladybug,penguin,penguin
animal,ladybug,pheasant,pheasant
animal,ladybug,seahorse,seahorse
animal,ladybug,starfish,ladybug
animal,ladybug,swan,ladybug
animal,ladybug,tarantula,tarantula
animal,ladybug,tick,ladybug
animal,ladybug,,ladybug
animal,peacock,pelican,pelican
animal,peacock,penguin,penguin
animal,peacock,pheasant,pheasant
animal,peacock,seahorse,seahorse
animal,peacock,starfish,peacock
animal,peacock,swan,peacock
animal,peacock,tarantula,tarantula
animal,peacock,tick,peacock
animal,peacock,,peacock
animal,pelican,penguin,penguin
animal,pelican,pheasant,pelican
animal,pelican,seahorse,pelican
animal,pelican,starfish,pelican
animal,pelican,swan,pelican
animal,pelican,tarantula,pelican
animal,pelican,tick,pelican
animal,pelican,,pelican
animal,penguin,pheasant,penguin
animal,penguin,seahorse,penguin
animal,penguin,starfish,penguin
animal,penguin,swan,penguin
animal,penguin,tarantula,penguin
animal,penguin,tick,penguin
animal,penguin,,penguin
animal,pheasant,seahorse,pheasant
animal,pheasant,starfish,pheasant
animal,pheasant,swan,pheasant
animal,pheasant,tarantula,pheasant
animal,pheasant,tick,pheasant
animal,pheasant,,pheasant
animal,seahorse,starfish,seahorse
animal,seahorse,swan,seahorse
animal,seahorse,tarantula,seahorse
animal,seahorse,tick,seahorse
animal,seahorse,,seahorse
animal,starfish,swan,swan
animal,starfish,tarantula,tarantula
animal,starfish,tick,tick
animal,starfish,,starfish
animal,swan,tarantula,swan
animal,swan,tick,swan
animal,swan,,swan
animal,tarantula,tick,tarantula
animal,tarantula,,tarantula
animal,tick,,tick
clothing,blouse,cloak,blouse
clothing,blouse,coat,blouse
clothing,blouse,dress,dress
clothing,blouse,glove,blouse
clothing,blouse,jacket,blouse
clothing,blouse,raincoat,blouse
clothing,blouse,shawl,blouse
clothing,blouse,shirt,shirt
clothing,blouse,skirt,blouse
clothing,blouse,sock,blouse
clothing,blouse,sweater,blouse
clothing,blouse,headband,blouse
clothing,blouse,,blouse
clothing,cloak,coat,coat
clothing,cloak,dress,dress
clothing,cloak,glove,cloak
clothing,cloak,jacket,jacket
clothing,cloak,raincoat,raincoat
clothing,cloak,shawl,cloak
clothing,cloak,shirt,shirt
clothing,cloak,skirt,skirt
clothing,cloak,sock,sock
clothing,cloak,sweater,sweater
clothing,cloak,headband,cloak
clothing,cloak,,cloak
clothing,coat,dress,dress
clothing,coat,glove,coat
clothing,coat,jacket,jacket
clothing,coat,raincoat,coat
clothing,coat,shawl,coat
clothing,coat,shirt,shirt
clothing,coat,skirt,skirt
clothing,coat,sock,coat
clothing,coat,sweater,sweater
clothing,coat,headband,coat
clothing,coat,,coat
clothing,dress,glove,dress
clothing,dress,jacket,dress
clothing,dress,raincoat,dress
clothing,dress,shawl,dress
clothing,dress,shirt,shirt
clothing,dress,skirt,skirt
clothing,dress,sock,dress
clothing,dress,sweater,dress
clothing,dress,headband,dress
clothing,dress,,dress
clothing,glove,jacket,jacket
clothing,glove,raincoat,raincoat
clothing,glove,shawl,shawl
clothing,glove,shirt,shirt
clothing,glove,skirt,skirt
clothing,glove,sock,sock
clothing,glove,sweater,sweater
clothing,glove,headband,glove
clothing,glove,,glove
clothing,jacket,raincoat,jacket
clothing,jacket,shawl,jacket
clothing,jacket,shirt,shirt
clothing,jacket,skirt,jacket
clothing,jacket,sock,jacket
clothing,jacket,sweater,jacket
clothing,jacket,headband,jacket
clothing,jacket,,jacket
clothing,raincoat,shawl,raincoat
clothing,raincoat,shirt,shirt
clothing,raincoat,skirt,skirt
clothing,raincoat,sock,raincoat
clothing,raincoat,sweater,sweater
clothing,raincoat,headband,raincoat
clothing,raincoat,,raincoat
clothing,shawl,shirt,shirt
clothing,shawl,skirt,skirt
clothing,shawl,sock,shawl
clothing,shawl,sweater,sweater
clothing,shawl,headband,shawl
clothing,shawl,,shawl
clothing,shirt,skirt,shirt
clothing,shirt,sock,shirt
clothing,shirt,sweater,shirt
clothing,shirt,headband,shirt
clothing,shirt,,shirt
clothing,skirt,sock,skirt
clothing,skirt,sweater,skirt
clothing,skirt,headband,skirt
clothing,skirt,,skirt
clothing,sock,sweater,sweater
clothing,sock,headband,sock
clothing,sock,,sock
clothing,sweater,headband,sweater
clothing,sweater,,sweater
clothing,headband,,headband
food,chicken,apple,apple
food,chicken,avocado,avocado
food,chicken,banana,banana
food,chicken,bean,bean
food,chicken,blueberry,chicken
food,chicken,carrot,chicken
food,chicken,cauliflower,chicken
food,chicken,celery,chicken
food,chicken,cherry,chicken
food,chicken,cranberry,chicken
food,chicken,cucumber,chicken
food,chicken,fig,chicken
food,chicken,ginger,chicken
food,chicken,goose,chicken
food,chicken,grape,chicken
food,chicken,lemon,chicken
food,chicken,mango,chicken
food,chicken,melon,melon
food,chicken,olive,chicken
food,chicken,onion,chicken
food,chicken,papaya,chicken
food,chicken,pea,chicken
food,chicken,peach,chicken
food,chicken,pear,chicken
food,chicken,pineapple,chicken
food,chicken,pomegranate,chicken
food,chicken,potato,potato
food,chicken,pumpkin,chicken
food,chicken,radish,chicken
food,chicken,raspberry,chicken
food,chicken,strawberry,chicken
food,chicken,tomato,chicken
food,chicken,turkey,chicken
food,chicken,,chicken
food,chicken,,chicken
food,chicken,,chicken
food,apple,avocado,apple
food,apple,banana,apple
food,apple,bean,apple
food,apple,blueberry,apple
food,apple,carrot,apple
food,apple,cauliflower,apple
food,apple,celery,apple
food,apple,cherry,apple
food,apple,cranberry,apple
food,apple,cucumber,apple
food,apple,fig,apple
food,apple,ginger,apple
food,apple,goose,apple
food,apple,grape,apple
food,apple,lemon,apple
food,apple,mango,apple
food,apple,melon,apple
food,apple,olive,apple
food,apple,onion,apple
food,apple,papaya,apple
food,apple,pea,apple
food,apple,peach,apple
food,apple,pear,apple
food,apple,pineapple,apple
food,apple,pomegranate,apple
food,apple,potato,apple
food,apple,pumpkin,apple
food,apple,radish,apple
food,apple,raspberry,apple
food,apple,strawberry,apple
food,apple,tomato,apple
food,apple,turkey,apple
food,apple,,apple
food,apple,,apple
food,apple,,apple
food,avocado,banana,banana
food,avocado,bean,avocado
food,avocado,blueberry,avocado
food,avocado,carrot,avocado
food,avocado,cauliflower,avocado
food,avocado,celery,avocado
food,avocado,cherry,avocado
food,avocado,cranberry,avocado
food,avocado,cucumber,avocado
food,avocado,fig,avocado
food,avocado,ginger,avocado
food,avocado,goose,avocado
food,avocado,grape,avocado
food,avocado,lemon,avocado
food,avocado,mango,avocado
food,avocado,melon,melon
food,avocado,olive,avocado
food,avocado,onion,avocado
food,avocado,papaya,avocado
food,avocado,pea,avocado
food,avocado,peach,avocado
food,avocado,pear,avocado
food,avocado,pineapple,avocado
food,avocado,pomegranate,avocado
food,avocado,potato,avocado
food,avocado,pumpkin,avocado
food,avocado,radish,avocado
food,avocado,raspberry,avocado
food,avocado,strawberry,avocado
food,avocado,tomato,avocado
food,avocado,turkey,avocado
food,avocado,,avocado
food,avocado,,avocado
food,avocado,,avocado
food,banana,bean,banana
food,banana,blueberry,banana
food,banana,carrot,banana
food,banana,cauliflower,banana
food,banana,celery,banana
food,banana,cherry,banana
food,banana,cranberry,banana
food,banana,cucumber,banana
food,banana,fig,banana
food,banana,ginger,banana
food,banana,goose,banana
food,banana,grape,banana
food,banana,lemon,banana
food,banana,mango,banana
food,banana,melon,banana
food,banana,olive,banana
food,banana,onion,banana
food,banana,papaya,banana
food,banana,pea,banana
food,banana,peach,banana
food,banana,pear,banana
food,banana,pineapple,banana
food,banana,pomegranate,banana
food,banana,potato,banana
food,banana,pumpkin,banana
food,banana,radish,banana
food,banana,raspberry,banana
food,banana,strawberry,banana
food,banana,tomato,banana
food,banana,turkey,banana
food,banana,,banana
food,banana,,banana
food,banana,,banana
food,bean,blueberry,blueberry
food,bean,carrot,bean
food,bean,cauliflower,bean
food,bean,celery,bean
food,bean,cherry,bean
food,bean,cranberry,bean
food,bean,cucumber,bean
food,bean,fig,bean
food,bean,ginger,bean
food,bean,goose,bean
food,bean,grape,bean
food,bean,lemon,bean
food,bean,mango,mango
food,bean,melon,melon
food,bean,olive,bean
food,bean,onion,bean
food,bean,papaya,papaya
food,bean,pea,bean
food,bean,peach,bean
food,bean,pear,pear
food,bean,pineapple,bean
food,bean,pomegranate,pomegranate
food,bean,potato,bean
food,bean,pumpkin,bean
food,bean,radish,bean
food,bean,raspberry,bean
food,bean,strawberry,bean
food,bean,tomato,bean
food,bean,turkey,bean
food,bean,,bean
food,bean,,bean
food,bean,,bean
food,blueberry,carrot,blueberry
food,blueberry,cauliflower,blueberry
food,blueberry,celery,blueberry
food,blueberry,cherry,blueberry
food,blueberry,cranberry,blueberry
food,blueberry,cucumber,blueberry
food,blueberry,fig,blueberry
food,blueberry,ginger,blueberry
food,blueberry,goose,blueberry
food,blueberry,grape,blueberry
food,blueberry,lemon,blueberry
food,blueberry,mango,mango
food,blueberry,melon,melon
food,blueberry,olive,blueberry
food,blueberry,onion,blueberry
food,blueberry,papaya,papaya
food,blueberry,pea,blueberry
food,blueberry,peach,peach
food,blueberry,pear,pear
food,blueberry,pineapple,blueberry
food,blueberry,pomegranate,blueberry
food,blueberry,potato,blueberry
food,blueberry,pumpkin,blueberry
food,blueberry,radish,blueberry
food,blueberry,raspberry,blueberry
food,blueberry,strawberry,strawberry
food,blueberry,tomato,blueberry
food,blueberry,turkey,blueberry
food,blueberry,,blueberry
food,blueberry,,blueberry
food,blueberry,,blueberry
food,carrot,cauliflower,carrot
food,carrot,celery,carrot
food,carrot,cherry,carrot
food,carrot,cranberry,carrot
food,carrot,cucumber,carrot
food,carrot,fig,carrot
food,carrot,ginger,carrot
food,carrot,goose,carrot
food,carrot,grape,carrot
food,carrot,lemon,carrot
food,carrot,mango,mango
food,carrot,melon,melon
food,carrot,olive,carrot
food,carrot,onion,carrot
food,carrot,papaya,carrot
food,carrot,pea,carrot
food,carrot,peach,carrot
food,carrot,pear,carrot
food,carrot,pineapple,carrot
food,carrot,pomegranate,carrot
food,carrot,potato,carrot
food,carrot,pumpkin,carrot
food,carrot,radish,carrot
food,carrot,raspberry,carrot
food,carrot,strawberry,carrot
food,carrot,tomato,carrot
food,carrot,turkey,carrot
food,carrot,,carrot
food,carrot,,carrot
food,carrot,,carrot
food,cauliflower,celery,cauliflower
food,cauliflower,cherry,cauliflower
food,cauliflower,cranberry,cauliflower
food,cauliflower,cucumber,cauliflower
food,cauliflower,fig,fig
food,cauliflower,ginger,cauliflower
food,cauliflower,goose,cauliflower
food,cauliflower,grape,cauliflower
food,cauliflower,lemon,cauliflower
food,cauliflower,mango,mango
food,cauliflower,melon,melon
food,cauliflower,olive,cauliflower
food,cauliflower,onion,cauliflower
food,cauliflower,papaya,papaya
food,cauliflower,pea,cauliflower
food,cauliflower,peach,peach
food,cauliflower,pear,pear
food,cauliflower,pineapple,pineapple
food,cauliflower,pomegranate,cauliflower
food,cauliflower,potato,potato
food,cauliflower,pumpkin,cauliflower
food,cauliflower,radish,cauliflower
food,cauliflower,raspberry,cauliflower
food,cauliflower,strawberry,cauliflower
food,cauliflower,tomato,tomato
food,cauliflower,turkey,turkey
food,cauliflower,,cauliflower
food,cauliflower,,cauliflower
food,cauliflower,,cauliflower
food,celery,cherry,celery
food,celery,cranberry,celery
food,celery,cucumber,celery
food,celery,fig,fig
food,celery,ginger,celery
food,celery,goose,celery
food,celery,grape,celery
food,celery,lemon,celery
food,celery,mango,mango
food,celery,melon,melon
food,celery,olive,celery
food,celery,onion,celery
food,celery,papaya,papaya
food,celery,pea,celery
food,celery,peach,peach
food,celery,pear,pear
food,celery,pineapple,celery
food,celery,pomegranate,pomegranate
food,celery,potato,celery
food,celery,pumpkin,celery
food,celery,radish,celery
food,celery,raspberry,celery
food,celery,strawberry,celery
food,celery,tomato,tomato
food,celery,turkey,celery
food,celery,,celery
food,celery,,celery
food,celery,,celery
food,cherry,cranberry,cherry
food,cherry,cucumber,cherry
food,cherry,fig,fig
food,cherry,ginger,cherry
food,cherry,goose,cherry
food,cherry,grape,cherry
food,cherry,lemon,cherry
food,cherry,mango,mango
food,cherry,melon,melon
food,cherry,olive,cherry
food,cherry,onion,cherry
food,cherry,papaya,papaya
food,cherry,pea,cherry
food,cherry,peach,peach
food,cherry,pear,pear
food,cherry,pineapple,pineapple
food,cherry,pomegranate,cherry
food,cherry,potato,potato
food,cherry,pumpkin,cherry
food,cherry,radish,cherry
food,cherry,raspberry,cherry
food,cherry,strawberry,strawberry
food,cherry,tomato,tomato
food,cherry,turkey,cherry
food,cherry,,cherry
food,cherry,,cherry
food,cherry,,cherry
food,cranberry,cucumber,cranberry
food,cranberry,fig,fig
food,cranberry,ginger,cranberry
food,cranberry,goose,cranberry
food,cranberry,grape,cranberry
food,cranberry,lemon,cranberry
food,cranberry,mango,mango
food,cranberry,melon,melon
food,cranberry,olive,cranberry
food,cranberry,onion,cranberry
food,cranberry,papaya,papaya
food,cranberry,pea,cranberry
food,cranberry,peach,peach
food,cranberry,pear,pear
food,cranberry,pineapple,cranberry
food,cranberry,pomegranate,cranberry
food,cranberry,potato,cranberry
food,cranberry,pumpkin,cranberry
food,cranberry,radish,cranberry
food,cranberry,raspberry,raspberry
food,cranberry,strawberry,strawberry
food,cranberry,tomato,cranberry
food,cranberry,turkey,cranberry
food,cranberry,,cranberry
food,cranberry,,cranberry
food,cranberry,,cranberry
food,cucumber,fig,fig
food,cucumber,ginger,cucumber
food,cucumber,goose,cucumber
food,cucumber,grape,grape
food,cucumber,lemon,cucumber
food,cucumber,mango,mango
food,cucumber,melon,melon
food,cucumber,olive,olive
food,cucumber,onion,cucumber
food,cucumber,papaya,papaya
food,cucumber,pea,pea
food,cucumber,peach,peach
food,cucumber,pear,pear
food,cucumber,pineapple,pineapple
food,cucumber,pomegranate,pomegranate
food,cucumber,potato,potato
food,cucumber,pumpkin,pumpkin
food,cucumber,radish,cucumber
