category,item_a,item_b,winner
animal,Mariposa,,Mariposa
animal,Mariposa,,Mariposa
animal,Mariposa,,Mariposa
animal,Mariposa,,Mariposa
animal,Mariposa,,Mariposa
animal,Mariposa,,Mariposa
animal,Mariposa,,Mariposa
animal,Mariposa,,Mariposa
animal,Mariposa,,Mariposa
animal,Mariposa,,Mariposa
animal,Cuervo,Pato,Cuervo
animal,Cuervo,Águila,Cuervo
animal,Cuervo,Rana,Cuervo
animal,Cuervo,Colibrí,Cuervo
animal,Cuervo,Iguana,Cuervo
animal,Cuervo,Lagartija,Cuervo
animal,Cuervo,Búho,Cuervo
animal,Cuervo,Loro,Cuervo
animal,Cuervo,Gaviota,Cuervo
animal,Cuervo,Culebra,Cuervo
animal,Cuervo,Araña,Cuervo
animal,Cuervo,Buitre,Cuervo
animal,Cuervo,Avispa,Cuervo
animal,Cuervo,Gusano,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Cuervo,,Cuervo
animal,Pato,Águila,Pato
animal,Pato,Rana,Pato
animal,Pato,Colibrí,Pato
animal,Pato,Iguana,Pato
animal,Pato,Lagartija,Pato
animal,Pato,Búho,Pato
animal,Pato,Loro,Pato
animal,Pato,Gaviota,Pato
animal,Pato,Culebra,Pato
animal,Pato,Araña,Pato
animal,Pato,Buitre,Pato
animal,Pato,Avispa,Pato
animal,Pato,Gusano,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Pato,,Pato
animal,Águila,Rana,Águila
animal,Águila,Colibrí,Águila
animal,Águila,Iguana,Águila
animal,Águila,Lagartija,Águila
animal,Águila,Búho,Águila
animal,Águila,Loro,Águila
animal,Águila,Gaviota,Águila
animal,Águila,Culebra,Águila
animal,Águila,Araña,Águila
animal,Águila,Buitre,Águila
animal,Águila,Avispa,Águila
animal,Águila,Gusano,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Águila,,Águila
animal,Rana,Colibrí,Rana
animal,Rana,Iguana,Rana
animal,Rana,Lagartija,Rana
animal,Rana,Búho,Rana
animal,Rana,Loro,Rana
animal,Rana,Gaviota,Rana
animal,Rana,Culebra,Rana
animal,Rana,Araña,Rana
animal,Rana,Buitre,Rana
animal,Rana,Avispa,Rana
animal,Rana,Gusano,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Rana,,Rana
animal,Colibrí,Iguana,Colibrí
animal,Colibrí,Lagartija,Colibrí
animal,Colibrí,Búho,Colibrí
animal,Colibrí,Loro,Colibrí
animal,Colibrí,Gaviota,Colibrí
animal,Colibrí,Culebra,Colibrí
animal,Colibrí,Araña,Colibrí
animal,Colibrí,Buitre,Colibrí
animal,Colibrí,Avispa,Colibrí
animal,Colibrí,Gusano,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Colibrí,,Colibrí
animal,Iguana,Lagartija,Iguana
animal,Iguana,Búho,Iguana
animal,Iguana,Loro,Iguana
animal,Iguana,Gaviota,Iguana
animal,Iguana,Culebra,Iguana
animal,Iguana,Araña,Iguana
animal,Iguana,Buitre,Iguana
animal,Iguana,Avispa,Iguana
animal,Iguana,Gusano,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Iguana,,Iguana
animal,Lagartija,Búho,Lagartija
animal,Lagartija,Loro,Lagartija
animal,Lagartija,Gaviota,Lagartija
animal,Lagartija,Culebra,Lagartija
animal,Lagartija,Araña,Lagartija
animal,Lagartija,Buitre,Lagartija
animal,Lagartija,Avispa,Lagartija
animal,Lagartija,Gusano,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Lagartija,,Lagartija
animal,Búho,Loro,Búho
animal,Búho,Gaviota,Búho
animal,Búho,Culebra,Búho
animal,Búho,Araña,Búho
animal,Búho,Buitre,Búho
animal,Búho,Avispa,Búho
animal,Búho,Gusano,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Búho,,Búho
animal,Loro,Gaviota,Loro
animal,Loro,Culebra,Loro
animal,Loro,Araña,Loro
animal,Loro,Buitre,Loro
animal,Loro,Avispa,Loro
animal,Loro,Gusano,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Loro,,Loro
animal,Gaviota,Culebra,Gaviota
animal,Gaviota,Araña,Gaviota
animal,Gaviota,Buitre,Gaviota
animal,Gaviota,Avispa,Gaviota
animal,Gaviota,Gusano,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Gaviota,,Gaviota
animal,Culebra,Araña,Culebra
animal,Culebra,Buitre,Culebra
animal,Culebra,Avispa,Culebra
animal,Culebra,Gusano,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Culebra,,Culebra
animal,Araña,Buitre,Araña
animal,Araña,Avispa,Araña
animal,Araña,Gusano,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Araña,,Araña
animal,Buitre,Avispa,Buitre
animal,Buitre,Gusano,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Buitre,,Buitre
animal,Avispa,Gusano,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Avispa,,Avispa
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,Gusano,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
animal,,,
clothing,Blusa,Capa,Blusa
clothing,Blusa,Abrigo,Blusa
clothing,Blusa,Vestido,Blusa
clothing,Blusa,Guante,Blusa
clothing,Blusa,Chaqueta,Blusa
clothing,Blusa,Impermeable,Blusa
clothing,Blusa,Chal,Blusa
clothing,Blusa,Camisa,Camisa
clothing,Blusa,Falda,Blusa
clothing,Blusa,Calcetines,Blusa
clothing,Blusa,Sudadera,Blusa
clothing,Blusa,,Blusa
clothing,Blusa,Corbata,Blusa
clothing,Capa,Abrigo,Abrigo
clothing,Capa,Vestido,Vestido
clothing,Capa,Guante,Capa
clothing,Capa,Chaqueta,Chaqueta
clothing,Capa,Impermeable,Capa
clothing,Capa,Chal,Capa
clothing,Capa,Camisa,Camisa
clothing,Capa,Falda,Capa
clothing,Capa,Calcetines,Capa
clothing,Capa,Sudadera,Capa
clothing,Capa,,Capa
clothing,Capa,Corbata,Capa
clothing,Abrigo,Vestido,Abrigo
clothing,Abrigo,Guante,Abrigo
clothing,Abrigo,Chaqueta,Chaqueta
clothing,Abrigo,Impermeable,Abrigo
clothing,Abrigo,Chal,Abrigo
clothing,Abrigo,Camisa,Abrigo
clothing,Abrigo,Falda,Abrigo
clothing,Abrigo,Calcetines,Abrigo
clothing,Abrigo,Sudadera,Abrigo
clothing,Abrigo,,Abrigo
clothing,Abrigo,Corbata,Abrigo
clothing,Vestido,Guante,Vestido
clothing,Vestido,Chaqueta,Vestido
clothing,Vestido,Impermeable,Vestido
clothing,Vestido,Chal,Vestido
clothing,Vestido,Camisa,Vestido
clothing,Vestido,Falda,Vestido
clothing,Vestido,Calcetines,Vestido
clothing,Vestido,Sudadera,Vestido
clothing,Vestido,,Vestido
clothing,Vestido,Corbata,Vestido
clothing,Guante,Chaqueta,Chaqueta
clothing,Guante,Impermeable,Guante
clothing,Guante,Chal,Guante
clothing,Guante,Camisa,Camisa
clothing,Guante,Falda,Falda
clothing,Guante,Calcetines,Guante
clothing,Guante,Sudadera,Sudadera
clothing,Guante,,Guante
clothing,Guante,Corbata,Guante
clothing,Chaqueta,Impermeable,Chaqueta
clothing,Chaqueta,Chal,Chaqueta
clothing,Chaqueta,Camisa,Chaqueta
clothing,Chaqueta,Falda,Chaqueta
clothing,Chaqueta,Calcetines,Chaqueta
clothing,Chaqueta,Sudadera,Chaqueta
clothing,Chaqueta,,Chaqueta
clothing,Chaqueta,Corbata,Chaqueta
clothing,Impermeable,Chal,Impermeable
clothing,Impermeable,Camisa,Camisa
clothing,Impermeable,Falda,Falda
clothing,Impermeable,Calcetines,Calcetines
clothing,Impermeable,Sudadera,Sudadera
clothing,Impermeable,,Impermeable
clothing,Impermeable,Corbata,Impermeable
clothing,Chal,Camisa,Camisa
clothing,Chal,Falda,Chal
clothing,Chal,Calcetines,Chal
clothing,Chal,Sudadera,Chal
clothing,Chal,,Chal
clothing,Chal,Corbata,Chal
clothing,Camisa,Falda,Camisa
clothing,Camisa,Calcetines,Camisa
clothing,Camisa,Sudadera,Camisa
clothing,Camisa,,Camisa
clothing,Camisa,Corbata,Camisa
clothing,Falda,Calcetines,Falda
clothing,Falda,Sudadera,Falda
clothing,Falda,,Falda
clothing,Falda,Corbata,Falda
clothing,Calcetines,Sudadera,Calcetines
clothing,Calcetines,,Calcetines
clothing,Calcetines,Corbata,Calcetines
clothing,Sudadera,,Sudadera
clothing,Sudadera,Corbata,Sudadera
clothing,,Corbata,Corbata
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,Pollo,,Pollo
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
food,,,
furniture,Cama,Banco,Cama
furniture,Cama,Silla,Cama
furniture,Cama,Mecedora,Cama
furniture,Cama,Estante,Cama
furniture,Cama,Banqueta,Cama
furniture,Cama,Escritor,Cama
furniture,Banco,Silla,Banco
furniture,Banco,Mecedora,Banco
furniture,Banco,Estante,Banco
furniture,Banco,Banqueta,Banco
furniture,Banco,Escritor,Banco
furniture,Silla,Mecedora,Silla
furniture,Silla,Estante,Silla
furniture,Silla,Banqueta,Silla
furniture,Silla,Escritor,Silla
furniture,Mecedora,Estante,Estante
furniture,Mecedora,Banqueta,Banqueta
furniture,Mecedora,Escritor,Escritor
furniture,Estante,Banqueta,Estante
furniture,Estante,Escritor,Estante
furniture,Banqueta,Escritor,Escritor
mammal,Oso,Toro,Oso
mammal,Oso,Camello,Oso
mammal,Oso,Gato,Oso
mammal,Oso,Guepardo,Oso
mammal,Oso,Vaca,Vaca
mammal,Oso,Ciervo,Oso
mammal,Oso,Perro,Perro
mammal,Oso,Delfín,Oso
mammal,Oso,Elefante,Oso
mammal,Oso,Zorro,Oso
mammal,Oso,Jirafa,Oso
mammal,Oso,Cabra,Oso
mammal,Oso,Hamster,Hamster
mammal,Oso,Hipopótamo,Oso
mammal,Oso,Caballo,Oso
mammal,Oso,Canguro,Oso
mammal,Oso,Leopardo,Oso
mammal,Oso,León,Oso
mammal,Oso,mono/s,Oso
mammal,Oso,Ratón,Oso
mammal,Oso,Cerdo,Oso
mammal,Oso,Rata,Oso
mammal,Oso,Rinoceronte,Oso
mammal,Oso,Foca,Oso
mammal,Oso,Oveja,Oso
mammal,Oso,Ardilla,Oso
mammal,Oso,Tigre,Oso
mammal,Oso,Ballena,Oso
mammal,Oso,Lobo,Oso
mammal,Oso,Cebra,Oso
mammal,Oso,,Oso
mammal,Oso,,Oso
mammal,Oso,,Oso
mammal,Oso,,Oso
mammal,Oso,,Oso
mammal,Oso,,Oso
mammal,Oso,,Oso
mammal,Oso,,Oso
mammal,Oso,,Oso
mammal,Oso,,Oso
mammal,Oso,,Oso
mammal,Oso,,Oso
mammal,Toro,Camello,Toro
mammal,Toro,Gato,Toro
mammal,Toro,Guepardo,Toro
mammal,Toro,Vaca,Vaca
mammal,Toro,Ciervo,Toro
mammal,Toro,Perro,Perro
mammal,Toro,Delfín,Toro
mammal,Toro,Elefante,Toro
mammal,Toro,Zorro,Toro
mammal,Toro,Jirafa,Toro
mammal,Toro,Cabra,Toro
mammal,Toro,Hamster,Hamster
mammal,Toro,Hipopótamo,Hipopótamo
mammal,Toro,Caballo,Toro
mammal,Toro,Canguro,Toro
mammal,Toro,Leopardo,Toro
mammal,Toro,León,Toro
mammal,Toro,mono/s,mono/s
mammal,Toro,Ratón,Ratón
mammal,Toro,Cerdo,Cerdo
mammal,Toro,Rata,Rata
mammal,Toro,Rinoceronte,Toro
mammal,Toro,Foca,Toro
mammal,Toro,Oveja,Toro
mammal,Toro,Ardilla,Ardilla
mammal,Toro,Tigre,Toro
mammal,Toro,Ballena,Toro
